33,34,37,41,19	8065
33,14	8080
33,14	8080
33,14	8102
33,14	8109
33,34,35,37,41,19	8109
33,35	8111
33,14	8116
33,49	8127
33,34,35,37,41,19	8133
33,19	8133
33,37	8133
33,14	8135
33,35	8140
33,14	8158
33,14	8163
33,14	8164
33,14	8173
33,14	8179
33,37	8188
33,34,35,37,41,19	8216
33,14	8216
33,35	8224
33,14	8241
33,43,5	8256
33,14	8256
33,14	8277
33,50	8277
33,37	8277
33,50	8285
33,37	8294
33,37	8301
33,37	8301
33,37	8301
40,33	8339
33,35	8340
33,35	8341
33,14	8378
33,37	8379
40,33	8385
33,14	8431
33,45	8438
33,43	8446
33,37	8501
33,34,37	8507
33,37	8540
33,37	8545
33,37	8548
33,35	8601
51,52	8217
51,53	8492
51,53	8493
51,53	8493
51,53	8509
51,53	8547
51,53	8592
51	8715
0,25	4436
0,54	4519
0,54	4530
0,54	4530
0,20	4766
0,20	4790
0,5	9265
0,5	9265
55,56,57,58,59	8279
60,61,6	3022
60,61	3036
60,61,6	3127
61,6	3212
61,6	3236
61,6	3237
60,61,6	3250
60,61,6	3259
61,6	3357
60,61	3358
60,61,6	3397
61,6	3405
61,6	3405
60,61,6	3413
28,61	3426
60,61	3457
61,6	3474
60,61	3565
61,6	3610
17,61	3664
61,6	3718
60,61	3726
61,6	3786
61,6	3794
61,6	3795
61,6	3824
61,6	3824
61,6	3847
60,61	3848
61,6	3877
61,6	3879
61,6	3931
61,6	3948
17,44,61	3955
61,6	4038
60,61	4068
61,6	4091
61,6	4144
61,6	4198
61,6	4252
61,6	4322
61,6	4422
61,6	4444
61,6	4529
60,61,6	4535
60,61,6	4536
60,61,6	4551
60,61,6	4552
60,61,6	4552
60,61,6	4552
60,61,6	4588
60,61,6	4599
60,61,6	4635
60,61,6	4635
60,61,6	4644
60,61,6	4644
61,6	4645
60,61	4658
60,61	4680
61,6	4697
60,61,6	4704
61,6	4712
61,6	4712
60,61	4743
61,6	4749
61,6	4802
61,6	4810
61,6	4841
61,6	4842
60,61,6	4842
60,61,6	4843
60,61,6	4843
61,6	4843
60,61,6	4866
61,6	4871
60,61,6	4873
60,61,6	4894
60,61	4895
60,61,6	4895
60,61	4903
60,61	4904
60,61	4904
60,61	4904
60,61	4912
61,6	4919
61,6	4926
60,61,6	4926
60,61,6	4943
61,6	4948
61,6	4948
60,61,6	4949
60,61	4949
60,61,6	4957
61,6	4971
60,61	4971
60,61	4971
60,61,6	4971
60,61	4971
60,61	4971
60,61	4971
60,61	4971
60,61	4971
60,61	4971
60,61	4972
61,6	4978
60,61,6	5003
60,61	5009
60,61	5009
60,61	5009
60,61	5009
61,6	5017
60,61,6	5024
61,62	5025
61,6	5026
42,61	5033
42,61	5033
61,6	5063
60,61,6	5063
60,61,6	5063
42,61	5064
61,6	5065
61,6	5065
61,6	5065
61,6	5065
61,6	5071
60,61,6	5073
61,6	5079
42,61	5109
17,61	5110
61,6	5124
60,61,6	5126
61,63	5127
61,6	5164
61,6	5164
60,61,6	5171
61,6	5177
61,6	5178
64,61	5185
60,61,6	5186
60,61,6	5186
64,60,61	5187
61,6	5187
61	5216
61,6	5216
61,6	5217
60,61	5225
61,6	5231
42,61	5232
61,6	5232
61,6	5239
60,61,6	5240
61,6	5270
61,6	5286
64,60,61	5300
60,61	5301
60,61,6	5301
61,6	5331
61,6	5332
61,6	5338
61,6	5347
61,6	5348
60,61	5376
60,61	5376
60,61	5378
61,6	5384
61,6	5385
60,61	5385
60,61	5385
60,61,6	5400
61,6	5402
61,6	5407
61,6	5430
60,61,6	5484
61,6	5484
61,6	5484
61,6	5484
60,61,6	5491
60,61,6	5491
60,61,6	5491
60,61,6	5492
60,61,6	5499
60,61,6	5499
61,6	5501
61,6	5507
61,6	5538
60,61,6	5540
60,61	5545
17,61	5555
44,61,6	5593
60,61,6	5606
44,61	5607
61,6	5609
61,6	5621
61,6	5705
61,6	5716
65,61	5761
61,6	5767
65,61	5768
61,6	5876
60,61	5921
61,6	5981
61,6	5982
61,6	5983
61,6	5983
61,6	5996
60,61	5997
61,6	6035
61,6	6044
60,61	6090
60,61	6095
60,61	6095
61,6	6149
61,6	6157
60,61	6189
60,61	6189
60,61	6189
60,61	6189
60,61	6190
60,61,6	6241
60,61,6	6248
61,60,13,6	6257
61,6	6258
60,61,6	6287
61,6	6288
44,61	6371
61,6	6417
61,6	6418
60,61,6	6557
60,61,6	6561
61,6	6563
61,6	6567
60,61	6609
60,61	6609
60,61	6612
60,61	6612
17,44,61	6694
17,44,61	6698
60,61,6	6716
61,6	6717
60,61,6	6719
61,6	6721
61,6	8025
61,6	8033
61,6	8064
61,5,6	8065
61,6	8170
61,6	8278
61,6	8301
61,6	8325
61,6	8347
61,6	8347
61,6	8348
61,6	8349
61,6	8393
66,61	8409
61,63	8409
61,6	8433
61,6	8485
66,61	8499
61,6	8645
61,6	8661
66,61	8777
61,6	8806
61,6	8883
61,6	8883
61,6	8967
61,6	9029
61,6	9029
61,6	9029
61,6	9029
67,68,69,70	8378
67,69	8379
67,71	8777
72,67	8807
73,67,71	8990
27,36	3045
64,37,7,74,75,76,60,27,28,61	3053
27,36,14	3077
27,36,14	3082
27,77	3152
74,13,78,79,27,61	3152
40,27	3214
3,27	3344
27,75,60	3359
27,39	3413
27,39	3619
18,27,39	3726
80,27	3727
27,14	3941
40,27	4146
18,27,14	4155
18,27	4155
18,27,14	4232
18,27	4339
81,27	4361
40,27	4362
18,27,14	4362
18,27	4385
82,27	4530
18,27,14	4538
18,27	4554
18,27,14	4592
27,36	4607
18,27,14	4744
64,74,75,76,77,79,83,27,60,63	4858
27,36	4873
64,74,75,76,77,79,83,27,60,63	4928
18,27	4948
40,27	4965
82,27	4982
18,27,14	5002
18,27,14	5002
18,27,14	5119
74,27	5127
18,27,14	5234
74,27	5280
74,27	5341
18,27,14	5395
81,27	5396
74,27	5396
18,27,14	5463
74,27	5539
27,21	5540
40,18,27,14	5647
27,30	5647
27,38	5698
40,27	5699
27,14	5700
40,18,27	5701
40,18,27,14	5709
40,27	5777
74,27	5806
40,18,27,14	5839
36,39,14,80,81,18,82,27	5867
27,74,75	5867
74,27	5935
40,18,27,14	5974
27,38	5996
40,27	6037
40,18,27,14	6054
40,27	6128
27,31	6152
27	6152
27,39	6203
18,27,14	6213
74,27	6213
27,64,75	6213
40,18,27,14	6244
27,39	6418
40,27	6481
40,27,14	6481
74,27	6481
40,27	6640
40,27	6641
40,27	6644
40,27	6644
81,27	6670
81,27	6673
74,27	6675
40,27	6680
40,27	6683
74,27	6718
74,27	6718
74,27	6721
74,27	6721
40,27	6731
40,27	6731
27,19	6734
40,27	6734
40,27	6734
27,19	6737
74,27	6784
40,27	6786
74,27	6787
40,27	6790
40,27	6801
40,27	6804
40,27	6824
80,27	6825
40,27	6828
27,19	6833
27,19	7041
18,27,14	7147
40,27	8013
40,27	8018
40,27	8018
18,27	8057
80,27	8066
32,39,40,14,80,18,82,84,85,27	8088
27,84	8088
4,9,13,14,19,27,33,34,35,37,40,41,43,44,45,50,51,52,53,61,62,66,67,68,69,70,73,75,86,87,88,89,90,91,92,93	8088
27,63	8126
80,27	8248
40,80,27,14	8250
27,75	8250
27	8279
27,39	8357
27,39	8371
27	8386
40,27	8431
40,27	8435
40,27	8663
72,27	8669
40,27,14	8669
40,27	8768
27,39	8768
40,27	8769
40,27	8770
40,27	8771
40,27	8778
40,27	8778
40,27	8783
40,27,14	8791
40,27	8832
27,14	8844
27,14	8860
27,14	8869
43,47	4919
36,47	4972
36,47	5976
40,47	6257
18,47	6257
34,47	6257
90,47	6739
36,47	6771
36,47	6778
36,47	6781
80,14	5139
80,18	5300
80	5753
80	5754
80	5754
80,14	5768
80,14	5875
80,18	5891
80,18	5891
80	6052
80,18	6088
80,18	6188
80,18	6191
80,18	6303
80,18	6307
80,21,94	6428
80,39	6558
80,18	6740
80,27	6826
80,14,39	6987
80,18	7041
80,82	7054
80,14	7107
80,39	7498
80	7521
80,14	7535
80,18	7658
80,14	8065
80,27	8087
80,84	8272
80	8288
80	8294
80,39	8379
80,39	8410
40,80	8745
80,19	8768
40,80	8783
40,80	8890
88	5037
88	5111
88,69	5815
88	6356
88	6396
88,67	6410
88	6571
88,67	6833
88,67	6836
88,67	6955
88,67	6958
88,95	7580
88,95	7580
88,95	7590
88	8508
88	8509
96,68,46,52,89	4790
73,89	4918
73,89	5080
73,89	8829
89,93	8990
97,98	3023
98,99	3243
24,98	3267
98	4119
24,98	4390
98	4452
72,98,31	5593
97,98	5754
97,98	5756
98	5756
98	5762
72,98	5764
72,98	5769
97,98	5778
72,98,31	5784
24,98	5815
24,98	7010
40,98,14	8349
98,27	8496
98,27	8509
98,27	8510
100,94	8010
100,94	8010
100,94	8012
101,102,103,104,94	8058
105,94	8081
106,94	8110
32,94	8116
99,94	8123
32,94	8125
99,94	8127
99,94	8132
99,94	8180
100,94	8180
105,94	8226
107,94	8240
99,94	8240
104,99,108,94	8273
107,94,103	8446
107,94	8448
107,94	8480
94,102	8501
105,94	8508
94	8508
99,94	8518
107,94	8524
94,103	8538
107,94	8538
99,94	8548
107,32,99,94	8569
101,94	8607
94,103	8607
94	8683
105,94	8860
105,94	8875
105,94	8876
107,94	9075
107,94,103	9082
32,107,94	9099
107,94	9158
105,94	9311
104,94	9373
94,95	9374
105,94	9374
109,110	6683
109,110	6683
109,110	6683
0,110,54,111	6799
109,110	6905
112,109,110	7708
112,109,110	7721
109,110	7814
0,110,111	8075
113,110	8141
112,110	8350
109,110	8549
109,110	8892
62	5078
62	5400
5,6,9,11,43,90,61,62	7790
50,62	7796
62,71	7797
61,62	7864
61,62	7910
5,6,9,11,43,90,61,62	7919
5,6,9,11,43,90,61,62	7973
5,6,9,11,43,90,61,62	8080
62	8087
5,6,9,11,43,90,61,62	8134
62	8187
114,62	8280
62	8302
20,22,23	2669
20,22	4913
20,22	4926
20,22	5010
20,22,23	5010
25,20,22	5010
25,20,22	5010
20,21	5010
20,21,22,23,25	5011
20,22	5012
25,20	5012
20,22	5012
20,22	5012
25,20,22	5018
20,22	5018
25,20	5018
0,25,20,22	5026
20,22	5026
20,21,22,23	5027
20,22	5028
25,20,22	5028
20,22	5029
20,21	5033
20,21,22,23	5034
20,21	5034
20,22	5034
20,21,22,23,25	5034
20,21,22,23	5034
20,21	5034
28,20	5035
20,21,22,23	5035
25,20	5064
20,22	5064
25,20	5065
25,20,22	5066
100,20	5066
100,20	5071
25,20,22,23	5072
20,95	5073
0,115,20,22,23,25	5074
20,21,22,23	5074
0,20,22,23,25	5081
20,22,23	5087
25,20,22,23	5087
25,20	5087
20,22	5105
20,21,22,23,25	5121
20,22	5121
20,22,23	5125
20,22	5125
20,21	5126
20,21,22,23,25	5127
0,20,22,23,25	5128
20,22	5132
20,22	5132
25,20	5134
25,20,22	5134
20,22	5135
20,21	5140
25,20,22	5141
20,23	5142
20,23	5142
20,22	5143
20,22	5163
20,22	5163
20,22	5163
20,22	5177
20,22,23	5187
20,22,23	5194
20,22,23	5197
20	5210
20,22	5216
20,22	5217
20,22	5218
28,20	5218
20,22,23	5225
28,20	5239
20,22,23	5240
20,22	5240
20,22	5240
28,20	5242
28,20	5247
25,20	5247
20,22	5247
20,22	5247
24,20	5249
20,22,23,24,25	5249
20,22	5272
20,23	5272
20,22,23	5273
20,23	5285
20,22,23	5285
20,22	5290
20,22	5294
28,20	5294
28,20	5294
20,22	5295
20,22	5296
20,22	5300
20,22	5300
24,20	5300
20,22	5301
20,22	5301
20,22	5301
20,23	5302
20,22,23	5302
20,22	5302
20,23	5308
20,22	5308
20,21	5320
20,22	5324
24,20,22	5324
24,20	5325
20,22,23	5325
20,22	5325
20,22	5325
20,22	5326
20,22	5332
20,22	5332
20,22	5332
20	5333
20,22,23	5333
20,23	5333
20,22	5334
20,22,23	5340
20,23	5340
20,22,23	5340
20,21	5341
20,22	5341
20,22	5341
20,22	5342
25,20	5346
20,22	5346
25,20,22,23	5347
25,20,22,23	5347
28,20	5348
24,25,20,22	5348
20,21	5354
25,20	5354
25,20	5355
20,22,23	5355
20,22	5356
20,22,23	5356
20,21	5377
20	5378
0,20,22,23,25	5380
25,20,22,23	5385
25,20	5395
20	5400
25,20,22	5401
25,20	5402
25,20	5402
20,22,23,24,25	5408
20,23	5408
0,25,20,22	5409
0,25,20,23	5409
20,108,28	5439
20,22	5439
24,20	5439
25,20	5439
97,20,22,25	5440
20,22	5446
25,20	5446
25,20	5453
28,20	5453
20,22	5461
20,22	5472
20,22,23	5472
20,22	5492
20,23	5494
20,22,23	5500
25,20,22,23	5500
20,22	5501
20,22	5501
4,20	5502
25,20,22,23	5516
25,20,22	5524
25,20,22	5524
25,20,22	5525
20,22	5525
25,20,22	5538
25,20,22	5538
25,20,22,23	5539
25,20	5540
25,20,22	5540
20,21	5545
20,21,22	5545
20,21	5546
20,22,23	5546
20,21	5546
20,21	5547
25,20,22	5548
25,20	5548
24,20,22	5553
20,21	5555
28,20	5561
20,94	5561
28,20	5562
25,20,22,23	5564
20	5569
25,20,22,23	5569
20,21	5591
20,22	5591
0,20,22,23,25	5599
25,20	5599
20,23	5606
25,20,22,23	5606
0,25,20	5606
20,22,23	5606
24,25,20,22	5607
4,20	5607
20,22,23	5609
20,22,23	5609
25,20,22	5615
25,20,22	5615
20,22	5617
20,22	5617
20,22	5622
24,25,20,22	5623
20,22,23	5623
20,22	5645
25,20,22,23	5645
0,25,20,22	5646
20,23	5647
20,23	5647
0,20,22,23,25	5647
25,20	5654
25,20	5654
20,23	5660
20,22,23	5660
20,23	5660
20,22	5660
25,20,23	5662
20,22	5662
28,20	5663
20,22,23	5707
20,23	5707
20,23	5707
25,20,22	5707
0,20,22,23,25	5707
25,20,22,23	5714
0,25,20	5714
25,20,22,23	5715
20,21,22,23	5722
25,20,22,23	5722
25,20,23	5722
20,22,23	5723
20,23	5723
20,23	5723
20,23	5724
25,20,22,23	5724
20	5724
0,20,22,23,25	5731
20,22,23	5732
0,20	5732
0,20	5752
20,22,23	5753
20,22,23	5755
0,20,22	5775
20,22,23,25,94	5776
20,22,23	5783
0,20,22	5805
20,22	5806
25,20	5806
14,18,20,22,23	5807
25,20	5807
20,23	5813
20,23	5813
20,108,28	5813
25,20,22,23	5814
20,22	5814
20,21,22,23,25,94	5814
25,20,22,23	5815
25,20,22,23	5815
0,20,22,23,25	5815
20,22,23	5816
20,23	5821
20,23	5821
20,23	5821
0,20,22,23,25	5821
20,23	5821
0,20,22,23,25	5822
20,23	5822
25,20,23	5824
25,20	5829
25,20,22,23	5830
20,22	5830
20,22,23	5831
20,22	5859
20,22,23	5862
20,22,23	5867
20,22,23,25,28,94	5867
20,22	5867
20,22	5874
20,22,23	5875
0,20,22,23,25	5875
0,20,22,23,25	5876
20,22,23	5876
0,20,22,23,25	5876
20,22	5877
25,20,22,23	5877
20,22,23	5885
25,20,22,23	5920
108,20,22,23,28,94	5920
25,20,22,23	5922
20,22	5928
0,20,22,23	5931
20	5931
20	5939
0,1,20,22,23,25	5944
20	5952
20,21	5973
25,20,22,23	5974
20	5976
20,22	5981
20	5982
20	5982
20,22,23	5982
20	5982
20	5982
20	5982
20,21	5982
20	5984
20,22,23	5984
20	5984
20,22,23	5984
20,23	5989
20	5990
20,22,23	5992
20,22,23	6016
20,22,23,24,25	6023
20,23	6024
20,23	6031
0,20,22,23	6043
20,22	6045
0,20,22,23	6046
20,22	6050
0,20,22,23	6053
0,20,22,23	6053
0,20,22,23	6053
0,20,22,23	6085
25,20,22,23	6085
20,22	6096
1,20,22,23	6104
20,94	6104
20,22,23	6115
0,20,22,23	6115
0,20,22,23	6115
0,20,22,23	6119
28,20,94	6119
0,20,22,23	6119
0,20,22,23	6119
20,21	6122
20,22	6127
0,20,22,23	6128
20	6129
20,22,23	6129
20,22,23	6129
0,20,22,23	6134
0,20,22,23	6134
0,20,22,23	6134
20,22	6135
20,22	6135
0,20,22,23	6135
20,22,23	6135
28,20	6136
28,20	6136
0,20,22,23	6136
20,22	6136
20,22	6137
20,22,23	6137
0,20,22,23,24	6137
20,22	6137
0,20,22,23,24	6142
0,20,22,23,24	6142
20,22,23	6143
20,22,23	6144
20,22,23	6144
0,20,22,23,24	6149
0,20,22,23,24	6149
0,20,22,23,24	6150
0,20,22,23,24	6150
0,20,22,23,24	6151
0,20,22,23,24	6151
0,20,22,23,24	6158
20,23	6158
25,20,22,23	6158
0,20,22,23,24	6160
20,22	6160
25,20,22,23	6160
0,20,22,23,24	6160
20,22,23	6176
0,20,22,23,24	6176
20,22,23	6181
20,22,23	6182
0,20,22,23,24	6189
0,20,22,23,24	6195
0,20,22,23,24	6197
0,20,22,23,24	6197
0,20,22,23,24	6197
20,21	6204
0,20,22,23,24	6206
25,20,22,23	6214
20,22,23	6214
0,20,22,23,24	6223
0,20,22,23,24	6234
0,20,22,23,24	6234
0,20,22,23,24	6236
20,23	6242
0,20,22,23,24	6243
0,20,22,23,24	6246
20,22	6251
0,20,22,23,24	6253
0,20,22,23,24	6257
20,22,23	6257
0,20,22,23,24	6258
0,20,22,23,24	6258
20,22,23	6264
20,22,23	6265
0,20,22,23,24	6265
20,22,23	6265
20,22	6266
28,20	6275
0,20,22,23,24	6275
0,20,22,23,24	6288
20,22,23	6289
0,20,22,23,24	6289
28,20	6295
0,20,22,23,24	6295
0,20,22,23,24	6301
0,20,22,23,24	6302
20,22	6302
28,20	6303
0,20,22,23,24	6303
0,20,22,23,24	6304
0,20,22,23,24	6305
0,20,22,23,24	6310
0,20,22,23,24	6310
0,20,22,23,24	6311
20,22,23	6313
20,22,23	6317
0,20,22,23,24	6321
0,20,22,23,24	6321
0,20,22,23,24	6321
0,20,22,23,24	6321
20,22,23	6334
0,20,22,23,24	6349
20,22,23	6349
0,20,22,23,24	6350
20,22,23	6351
0,20,22,23,24	6351
0,20,22,23,24	6351
0,20,22,23,24	6352
20,22,23	6360
0,20,22,23,24	6360
0,20,22,23,24	6360
20,23	6365
0,20,22,23,24	6365
0,20,22,23,24	6365
0,20,22,23,24	6365
0,20,22,23,24	6372
0,20,22,23,24	6373
0,20,22,23,24	6373
0,20,22,23,24	6374
20,22,23	6374
20	6388
0,20,22,23,24	6388
20,23	6388
20,23	6396
20,23	6396
20,22,23	6397
0,25,20,22	6402
20,22,23	6403
20,22,23	6403
20,23	6403
20,22,23	6404
0,20,22,23,24	6404
20,22	6405
100,28,20	6405
20,22,23	6405
20,22	6410
20,22	6410
20	6412
100,20	6412
0,20,22,23,24	6412
20,22	6412
20,22,23	6413
20,22,23	6425
20,22,23	6426
20,22,23	6427
20,22	6428
20,22	6428
0,20,22,23,24	6428
0,20,22,23,24	6441
20,22,23	6448
20,22	6450
20,22	6450
0,20,22,23,24,25	6450
0,20,22,23,24	6450
0,20,22,23,24	6450
0,20,22,23,24	6456
0,20,22,23,24	6456
20,22	6456
24,20,22,23	6456
24,20,22,23	6458
20,22	6458
24,20,22,23	6459
20,22	6459
20,22	6463
24,20,22,23	6464
24,20,22,23	6465
20,22,23	6466
100,20,108,28	6466
20	6466
20	6466
24,20,22,23	6471
24,20,22,23	6471
20,22,23	6471
20,22,23	6471
24,20,22,23	6471
24,20,22,23	6471
20,22	6472
24,20,22,23	6487
24,20,22,23	6487
24,20,22,23	6487
20,22	6501
20,22,23	6502
24,20,22,23	6502
24,20,22,23	6502
24,20,22,23	6502
24,20,22,23	6502
24,20,22,23	6502
25,20,22	6502
20,22	6503
25,20,22	6503
20,21	6504
20,22	6504
20,22	6509
20,22,23	6509
20,22,23	6509
20,22	6509
20,22,23	6509
20,22,23	6509
20,23	6510
24,20,22,23	6510
20,22,23	6510
20,22	6511
24,20,22,23	6511
24,20,22,23	6512
20,22	6512
24,20,22,23	6517
20,22,23,24,25	6517
20,22,23	6517
20,22,23	6518
24,20,22,23	6518
20,22,23	6518
24,20,22,23	6519
20,22,23	6519
20,22	6520
20,22,23	6520
24,20,22,23	6524
20,22,23	6524
20,22	6525
1,100,108,20,25,28,94	6526
20,22	6527
20,22	6532
0,20,22,23,24	6532
24,20,22,23	6533
20,22,23	6533
24,20,22,23	6533
20,22,23	6533
20,22,23	6555
20,22	6555
20,22,23	6556
24,20,22,23	6556
25,20,22,23	6556
20,22,23	6556
20,22,23	6557
20,22,23	6558
20,22	6558
25,20,22,23	6558
25,20,22,23	6563
20,22,23	6563
24,20,22,23	6564
28,20	6565
20,22,23	6565
20,22,23	6565
20,23	6566
24,20,22,23	6570
20,22	6570
24,20,22,23	6570
20,23	6570
24,20,22,23	6570
24,20,22,23	6570
20,22,23,24,25	6570
20,23	6572
20,22,23	6573
20,21,22,23	6573
24,20,22,23	6578
24,20,22,23	6580
20,22,23	6586
20,22	6586
24,20,22,23	6586
20,23	6586
24,20,22,23	6586
20,22,23	6586
20,22,23	6588
24,20,22,23	6588
20,22	6594
24,20,22,23	6595
20,22,23	6602
20,22,23	6616
24,20,22,23	6624
20,23	6627
20,22	6627
20,22,23	6627
28,20	6627
20,22	6633
24,20,22,23	6639
20,22	6639
24,20,22,23	6640
24,20,22,23	6640
24,20,22,23	6640
24,20,22,23	6642
24,20,22,23	6642
24,20,22,23	6642
24,20,22,23	6642
24,20,22,23	6664
24,20,22,23	6665
20,22	6671
24,20,22,23	6678
24,20,22,23	6678
24,20,22,23	6678
20	6678
20,22,23	6678
24,20,22,23	6679
24,20,22,23	6681
20,22	6681
24,20,22,23	6681
20,22,23	6682
20,22,23	6685
20,22	6685
20,22	6686
20,22,23	6686
20,22,23	6686
20,22,23	6686
20,22	6686
24,20,22,23	6687
20,22	6687
24,20,22,23	6687
20,22	6687
24,20,22,23	6693
24,20,22,23	6693
24,20,22,23	6693
24,20,22,23	6693
24,20,22,23	6694
20,22	6694
24,20,22,23	6695
24,20,22,23	6704
24,20,22,23	6716
20,22,23	6716
